Metadata,,,,,,Phage,,,Bacteria counts,,,,,Bacteria CFU,,,,,Bacteria fractions,,,,Relative fitness,,,
Treatment,Timepoint,Replicate,BIM_mix,Escape_phage,Tracked_BIM,phage_count,phage_dilution,PFU,SM_count,CRISPR_count,BIM_count,white_count,dilution,SM_CFU,CRISPR_CFU,BIM_CFU,white_CFU,total_CFU,frac_SM,frac_CRISPR,frac_BIM,frac_white,w_SM,w_CRISPR,w_BIM,w_white
1-clone,1,23,23,23,23,17,1.00E+06,3400000000,14,1,1,,1.00E+06,140000000,10000000,10000000,0,150000000,0.933333333,0.066666667,1,0,17.11111111,0.058441558,0.058441558,0.058441558
1-clone,1,24,24,24,24,7,1.00E+06,1400000000,26,4,4,,1.00E+06,260000000,40000000,40000000,0,300000000,0.866666667,0.133333333,1,0,4.333333333,0.230769231,0.230769231,0.230769231
1-clone,2,1,1,1,1,9,1.00E+04,18000000,176,13,13,,1.00E+06,1760000000,130000000,130000000,0,1890000000,0.931216931,0.068783069,1,0,47.38461538,0.021103896,0.021103896,0.021103896
1-clone,2,2,2,2,2,8,1.00E+04,16000000,57,2,2,,1.00E+06,570000000,20000000,20000000,0,590000000,0.966101695,0.033898305,1,0,19,0.052631579,0.052631579,0.052631579
1-clone,2,3,3,3,3,10,1.00E+04,20000000,41,1,1,,1.00E+06,410000000,10000000,10000000,0,420000000,0.976190476,0.023809524,1,0,41,0.024390244,0.024390244,0.024390244
1-clone,2,4,4,4,4,11,1.00E+04,22000000,26,0,0,,1.00E+06,260000000,0,0,0,260000000,1,0,NA,#DIV/0!,#DIV/0!,0,0,0
1-clone,2,5,5,5,5,11,1.00E+04,22000000,51,1,1,,1.00E+06,510000000,10000000,10000000,0,520000000,0.980769231,0.019230769,1,0,45.33333333,0.022058824,0.022058824,0.022058824
1-clone,2,6,6,6,6,7,1.00E+04,14000000,19,0,0,,1.00E+06,190000000,0,0,0,190000000,1,0,NA,#DIV/0!,#DIV/0!,0,0,0
1-clone,2,7,7,7,7,13,1.00E+04,26000000,83,4,4,,1.00E+06,830000000,40000000,40000000,0,870000000,0.954022989,0.045977011,1,0,45.94642857,0.021764477,0.021764477,0.021764477
1-clone,2,8,8,8,8,10,1.00E+04,20000000,118,10,10,,1.00E+06,1180000000,100000000,100000000,0,1280000000,0.921875,0.078125,1,0,17.30666667,0.057781202,0.057781202,0.057781202
1-clone,2,9,9,9,9,10,1.00E+04,20000000,23,7,7,,1.00E+06,230000000,70000000,70000000,0,300000000,0.766666667,0.233333333,1,0,1.642857143,0.608695652,0.608695652,0.608695652
1-clone,2,10,10,10,10,8,1.00E+04,16000000,44,5,5,,1.00E+06,440000000,50000000,50000000,0,490000000,0.897959184,0.102040816,1,0,12.57142857,0.079545455,0.079545455,0.079545455
1-clone,2,11,11,11,11,12,1.00E+04,24000000,15,1,1,,1.00E+06,150000000,10000000,10000000,0,160000000,0.9375,0.0625,1,0,12.5,0.08,0.08,0.08
1-clone,2,12,12,12,12,6,1.00E+04,12000000,324,48,48,,1.00E+06,3240000000,480000000,480000000,0,3720000000,0.870967742,0.129032258,1,0,7.363636364,0.135802469,0.135802469,0.135802469
1-clone,2,13,13,13,13,12,1.00E+04,24000000,29,1,1,,1.00E+06,290000000,10000000,10000000,0,300000000,0.966666667,0.033333333,1,0,25.77777778,0.038793103,0.038793103,0.038793103
1-clone,2,14,14,14,14,10,1.00E+04,20000000,20,1,1,,1.00E+06,200000000,10000000,10000000,0,210000000,0.952380952,0.047619048,1,0,42.85714286,0.023333333,0.023333333,0.023333333
1-clone,2,15,15,15,15,12,1.00E+04,24000000,34,7,7,,1.00E+06,340000000,70000000,70000000,0,410000000,0.829268293,0.170731707,1,0,8.904761905,0.112299465,0.112299465,0.112299465
1-clone,2,16,16,16,16,6,1.00E+05,120000000,62,4,4,,1.00E+06,620000000,40000000,40000000,0,660000000,0.939393939,0.060606061,1,0,28.97826087,0.034508627,0.034508627,0.034508627
1-clone,2,17,17,17,17,18,1.00E+01,36000,21,5,5,,1.00E+06,210000000,50000000,50000000,0,260000000,0.807692308,0.192307692,1,0,4.725,0.211640212,0.211640212,0.211640212
1-clone,2,18,18,18,18,3,1.00E+04,6000000,47,3,3,,1.00E+06,470000000,30000000,30000000,0,500000000,0.94,0.06,1,0,19.93939394,0.050151976,0.050151976,0.050151976
1-clone,2,19,19,19,19,31,1.00E+03,6200000,17,10,10,,1.00E+06,170000000,100000000,100000000,0,270000000,0.62962963,0.37037037,1,0,0.927272727,1.078431373,1.078431373,1.078431373
1-clone,2,20,20,20,20,11,1.00E+04,22000000,28,2,2,,1.00E+06,280000000,20000000,20000000,0,300000000,0.933333333,0.066666667,1,0,4.375,0.228571429,0.228571429,0.228571429
1-clone,2,21,21,21,21,15,1.00E+04,30000000,27,2,2,,1.00E+06,270000000,20000000,20000000,0,290000000,0.931034483,0.068965517,1,0,8.25,0.121212121,0.121212121,0.121212121
1-clone,2,22,22,22,22,7,1.00E+04,14000000,12,1,1,,1.00E+06,120000000,10000000,10000000,0,130000000,0.923076923,0.076923077,1,0,12,0.083333333,0.083333333,0.083333333
1-clone,2,23,23,23,23,14,1.00E+04,28000000,32,3,3,,1.00E+06,320000000,30000000,30000000,0,350000000,0.914285714,0.085714286,1,0,13.03703704,0.076704545,0.076704545,0.076704545
1-clone,2,24,24,24,24,7,1.00E+04,14000000,24,0,0,,1.00E+06,240000000,0,0,0,240000000,1,0,NA,#DIV/0!,#DIV/0!,0,0,0
1-clone,3,1,1,1,1,12,1.00E+02,240000,23,1,1,,1.00E+06,230000000,10000000,10000000,0,240000000,0.958333333,0.041666667,1,0,80.5,0.01242236,0.01242236,0.01242236
1-clone,3,2,2,2,2,11,1.00E+02,220000,36,0,0,,1.00E+06,360000000,0,0,0,360000000,1,0,NA,#DIV/0!,#DIV/0!,0,0,0
1-clone,3,3,3,3,3,8,1.00E+02,160000,16,1,1,,1.00E+06,160000000,10000000,10000000,0,170000000,0.941176471,0.058823529,1,0,16,0.0625,0.0625,0.0625
1-clone,3,4,4,4,4,11,1.00E+02,220000,16,0,0,,1.00E+06,160000000,0,0,0,160000000,1,0,NA,#DIV/0!,#DIV/0!,0,0,0
1-clone,3,5,5,5,5,3,1.00E+02,60000,32,5,5,,1.00E+06,320000000,50000000,50000000,0,370000000,0.864864865,0.135135135,1,0,5.688888889,0.17578125,0.17578125,0.17578125
1-clone,3,6,6,6,6,6,1.00E+02,120000,11,1,1,,1.00E+06,110000000,10000000,10000000,0,120000000,0.916666667,0.083333333,1,0,20.9,0.04784689,0.04784689,0.04784689
1-clone,3,7,7,7,7,17,1.00E+02,340000,11,0,0,,1.00E+06,110000000,0,0,0,110000000,1,0,NA,#DIV/0!,#DIV/0!,0,0,0
1-clone,3,8,8,8,8,11,1.00E+02,220000,13,0,0,,1.00E+06,130000000,0,0,0,130000000,1,0,NA,#DIV/0!,#DIV/0!,0,0,0
1-clone,3,9,9,9,9,13,1.00E+02,260000,22,1,1,,1.00E+06,220000000,10000000,10000000,0,230000000,0.956521739,0.043478261,1,0,11,0.090909091,0.090909091,0.090909091
1-clone,3,10,10,10,10,19,1.00E+02,380000,26,1,1,,1.00E+06,260000000,10000000,10000000,0,270000000,0.962962963,0.037037037,1,0,37.14285714,0.026923077,0.026923077,0.026923077
1-clone,3,11,11,11,11,16,1.00E+02,320000,19,1,1,,1.00E+06,190000000,10000000,10000000,0,200000000,0.95,0.05,1,0,15.83333333,0.063157895,0.063157895,0.063157895
1-clone,3,12,12,12,12,13,1.00E+02,260000,16,0,0,,1.00E+06,160000000,0,0,0,160000000,1,0,NA,#DIV/0!,#DIV/0!,0,0,0
1-clone,3,13,13,13,13,24,1.00E+02,480000,152,2,2,,1.00E+06,1520000000,20000000,20000000,0,1540000000,0.987012987,0.012987013,1,0,67.55555556,0.014802632,0.014802632,0.014802632
1-clone,3,14,14,14,14,10,1.00E+02,200000,67,0,0,,1.00E+06,670000000,0,0,0,670000000,1,0,NA,#DIV/0!,#DIV/0!,0,0,0
1-clone,3,15,15,15,15,25,1.00E+02,500000,112,2,2,,1.00E+06,1120000000,20000000,20000000,0,1140000000,0.98245614,0.01754386,1,0,102.6666667,0.00974026,0.00974026,0.00974026
1-clone,3,16,16,16,16,17,1.00E+02,340000,368,16,16,,1.00E+06,3680000000,160000000,160000000,0,3840000000,0.958333333,0.041666667,1,0,43,0.023255814,0.023255814,0.023255814
1-clone,3,17,17,17,17,15,1.00E+02,300000,44,7,7,,1.00E+06,440000000,70000000,70000000,0,510000000,0.862745098,0.137254902,1,0,7.071428571,0.141414141,0.141414141,0.141414141
1-clone,3,18,18,18,18,12,1.00E+02,240000,25,0,0,,1.00E+06,250000000,0,0,0,250000000,1,0,NA,#DIV/0!,#DIV/0!,0,0,0
1-clone,3,19,19,19,19,8,1.00E+04,16000000,12,5,5,,1.00E+06,120000000,50000000,50000000,0,170000000,0.705882353,0.294117647,1,0,1.309090909,0.763888889,0.763888889,0.763888889
1-clone,3,20,20,20,20,12,1.00E+02,240000,18,0,0,,1.00E+06,180000000,0,0,0,180000000,1,0,NA,#DIV/0!,#DIV/0!,0,0,0
1-clone,3,21,21,21,21,10,1.00E+02,200000,20,0,0,,1.00E+06,200000000,0,0,0,200000000,1,0,NA,#DIV/0!,#DIV/0!,0,0,0
1-clone,3,22,22,22,22,12,1.00E+02,240000,31,3,3,,1.00E+06,310000000,30000000,30000000,0,340000000,0.911764706,0.088235294,1,0,10.33333333,0.096774194,0.096774194,0.096774194
1-clone,3,23,23,23,23,20,1.00E+02,400000,17,3,3,,1.00E+06,170000000,30000000,30000000,0,200000000,0.85,0.15,1,0,6.925925926,0.144385027,0.144385027,0.144385027
1-clone,3,24,24,24,24,7,1.00E+02,140000,66,5,5,,1.00E+06,660000000,50000000,50000000,0,710000000,0.929577465,0.070422535,1,0,8.8,0.113636364,0.113636364,0.113636364
1-clone_control,0,1,1,ancestral,1,24,1.00E+02,480000,8,24,24,,1.00E+04,800000,2400000,2400000,0,3200000,0.25,0.75,1,0,1,1,1,1
1-clone_control,0,2,2,ancestral,2,20,1.00E+02,400000,13,12,12,,1.00E+04,1300000,1200000,1200000,0,2500000,0.52,0.48,1,0,1,1,1,1
1-clone_control,0,3,3,ancestral,3,6,1.00E+02,120000,16,18,18,,1.00E+04,1600000,1800000,1800000,0,3400000,0.470588235,0.529411765,1,0,1,1,1,1
1-clone_control,0,4,4,ancestral,4,7,1.00E+03,1400000,10,21,21,,1.00E+04,1000000,2100000,2100000,0,3100000,0.322580645,0.677419355,1,0,1,1,1,1
1-clone_control,0,5,5,ancestral,5,7,1.00E+03,1400000,27,28,28,,1.00E+04,2700000,2800000,2800000,0,5500000,0.490909091,0.509090909,1,0,1,1,1,1
1-clone_control,0,6,6,ancestral,6,8,1.00E+03,1600000,20,12,12,,1.00E+04,2000000,1200000,1200000,0,3200000,0.625,0.375,1,0,1,1,1,1
1-clone_control,0,7,7,ancestral,7,5,1.00E+03,1000000,25,31,31,,1.00E+04,2500000,3100000,3100000,0,5600000,0.446428571,0.553571429,1,0,1,1,1,1
1-clone_control,0,8,8,ancestral,8,3,1.00E+03,600000,6,34,34,,1.00E+04,600000,3400000,3400000,0,4000000,0.15,0.85,1,0,1,1,1,1
1-clone_control,0,9,9,ancestral,9,5,1.00E+03,1000000,15,9,9,,1.00E+04,1500000,900000,900000,0,2400000,0.625,0.375,1,0,1,1,1,1
1-clone_control,0,10,10,ancestral,10,5,1.00E+03,1000000,11,14,14,,1.00E+04,1100000,1400000,1400000,0,2500000,0.44,0.56,1,0,1,1,1,1
1-clone_control,0,11,11,ancestral,11,5,1.00E+03,1000000,11,12,12,,1.00E+04,1100000,1200000,1200000,0,2300000,0.47826087,0.52173913,1,0,1,1,1,1
1-clone_control,0,12,12,ancestral,12,5,1.00E+03,1000000,14,19,19,,1.00E+04,1400000,1900000,1900000,0,3300000,0.424242424,0.575757576,1,0,1,1,1,1
1-clone_control,0,13,13,ancestral,13,20,1.00E+02,400000,29,10,10,,1.00E+04,2900000,1000000,1000000,0,3900000,0.743589744,0.256410256,1,0,1,1,1,1
1-clone_control,0,14,14,ancestral,14,12,1.00E+02,240000,14,10,10,,1.00E+04,1400000,1000000,1000000,0,2400000,0.583333333,0.416666667,1,0,1,1,1,1
1-clone_control,0,15,15,ancestral,15,21,1.00E+02,420000,29,20,20,,1.00E+04,2900000,2000000,2000000,0,4900000,0.591836735,0.408163265,1,0,1,1,1,1
1-clone_control,0,16,16,ancestral,16,20,1.00E+02,400000,14,30,30,,1.00E+04,1400000,3000000,3000000,0,4400000,0.318181818,0.681818182,1,0,1,1,1,1
1-clone_control,0,17,17,ancestral,17,18,1.00E+02,360000,11,11,11,,1.00E+04,1100000,1100000,1100000,0,2200000,0.5,0.5,1,0,1,1,1,1
1-clone_control,0,18,18,ancestral,18,7,1.00E+03,1400000,27,21,21,,1.00E+04,2700000,2100000,2100000,0,4800000,0.5625,0.4375,1,0,1,1,1,1
1-clone_control,0,19,19,ancestral,19,7,1.00E+03,1400000,15,7,7,,1.00E+04,1500000,700000,700000,0,2200000,0.681818182,0.318181818,1,0,1,1,1,1
1-clone_control,0,20,20,ancestral,20,30,1.00E+02,600000,16,13,13,,1.00E+04,1600000,1300000,1300000,0,2900000,0.551724138,0.448275862,1,0,1,1,1,1
1-clone_control,0,21,21,ancestral,21,8,1.00E+03,1600000,7,15,15,,1.00E+04,700000,1500000,1500000,0,2200000,0.318181818,0.681818182,1,0,1,1,1,1
1-clone_control,0,22,22,ancestral,22,21,1.00E+02,420000,14,16,16,,1.00E+04,1400000,1600000,1600000,0,3000000,0.466666667,0.533333333,1,0,1,1,1,1
1-clone_control,0,23,23,ancestral,23,22,1.00E+02,440000,11,19,19,,1.00E+04,1100000,1900000,1900000,0,3000000,0.366666667,0.633333333,1,0,1,1,1,1
1-clone_control,0,24,24,ancestral,24,5,1.00E+03,1000000,4,6,6,,1.00E+04,400000,600000,600000,0,1000000,0.4,0.6,1,0,1,1,1,1
1-clone_control,1,1,1,ancestral,1,1,1.00E+01,2000,36,50,50,,1.00E+06,360000000,500000000,500000000,0,860000000,0.418604651,0.581395349,1,0,0.730124392,0.081124932,0.081124932,0.081124932
1-clone_control,1,2,2,ancestral,2,6,1.00E+00,1200,17,6,6,,1.00E+06,170000000,60000000,60000000,0,230000000,0.739130435,0.260869565,1,0,0.177984586,0.208884688,0.208884688,0.208884688
1-clone_control,1,3,3,ancestral,3,25,1.00E+02,500000,14,27,27,,1.00E+06,140000000,270000000,270000000,0,410000000,0.341463415,0.658536585,1,0,0.25297442,0.199881023,0.199881023,0.199881023
1-clone_control,1,4,4,ancestral,4,12,1.00E+05,240000000,24,52,52,,1.00E+06,240000000,520000000,520000000,0,760000000,0.315789474,0.684210526,1,0,0.453739612,0.102888801,0.102888801,0.102888801
1-clone_control,1,5,5,ancestral,5,1,1.00E+01,2000,26,28,28,,1.00E+06,260000000,280000000,280000000,0,540000000,0.481481481,0.518518519,1,0,0.258903622,0.240740741,0.240740741,0.240740741
1-clone_control,1,6,6,ancestral,6,11,1.00E+03,2200000,12,18,18,,1.00E+06,120000000,180000000,180000000,0,300000000,0.4,0.6,1,0,0.144,0.4,0.4,0.4
1-clone_control,1,7,7,ancestral,7,16,1.00E+04,32000000,11,9,9,,1.00E+06,110000000,90000000,90000000,0,200000000,0.55,0.45,1,0,0.3069,0.199596774,0.199596774,0.199596774
1-clone_control,1,8,8,ancestral,8,12,1.00E+04,24000000,19,32,32,,1.00E+06,190000000,320000000,320000000,0,510000000,0.37254902,0.62745098,1,0,1.324618736,0.041251103,0.041251103,0.041251103
1-clone_control,1,9,9,ancestral,9,10,1.00E+04,20000000,9,13,13,,1.00E+06,90000000,130000000,130000000,0,220000000,0.409090909,0.590909091,1,0,0.145041322,0.402892562,0.402892562,0.402892562
1-clone_control,1,10,10,ancestral,10,9,1.00E+03,1800000,12,15,15,,1.00E+06,120000000,150000000,150000000,0,270000000,0.444444444,0.555555556,1,0,0.314253648,0.194003527,0.194003527,0.194003527
1-clone_control,1,11,11,ancestral,11,5,1.00E+01,10000,15,15,15,,1.00E+06,150000000,150000000,150000000,0,300000000,0.5,0.5,1,0,0.272727273,0.229166667,0.229166667,0.229166667
1-clone_control,1,12,12,ancestral,12,8,1.00E+03,1600000,18,23,23,,1.00E+06,180000000,230000000,230000000,0,410000000,0.43902439,0.56097561,1,0,0.334239823,0.181470929,0.181470929,0.181470929
1-clone_control,1,13,13,ancestral,13,11,1.00E+03,2200000,15,11,11,,1.00E+06,150000000,110000000,110000000,0,260000000,0.576923077,0.423076923,1,0,0.084166497,0.707840237,0.707840237,0.707840237
1-clone_control,1,14,14,ancestral,14,10,1.00E+02,200000,18,26,26,,1.00E+06,180000000,260000000,260000000,0,440000000,0.409090909,0.590909091,1,0,0.172668241,0.338429752,0.338429752,0.338429752
1-clone_control,1,15,15,ancestral,15,8,1.00E+05,160000000,22,10,10,,1.00E+06,220000000,100000000,100000000,0,320000000,0.6875,0.3125,1,0,0.148168103,0.311523438,0.311523438,0.311523438
1-clone_control,1,16,16,ancestral,16,25,1.00E+01,50000,13,22,22,,1.00E+06,130000000,220000000,220000000,0,350000000,0.371428571,0.628571429,1,0,0.500291545,0.108952381,0.108952381,0.108952381
1-clone_control,1,17,17,ancestral,17,17,1.00E+02,340000,19,17,17,,1.00E+06,190000000,170000000,170000000,0,360000000,0.527777778,0.472222222,1,0,0.249228395,0.249228395,0.249228395,0.249228395
1-clone_control,1,18,18,ancestral,18,7,1.00E+04,14000000,17,23,23,,1.00E+06,170000000,230000000,230000000,0,400000000,0.425,0.575,1,0,0.190069444,0.314196429,0.314196429,0.314196429
1-clone_control,1,19,19,ancestral,19,10,1.00E+03,2000000,13,9,9,,1.00E+06,130000000,90000000,90000000,0,220000000,0.590909091,0.409090909,1,0,0.112809917,0.518004723,0.518004723,0.518004723
1-clone_control,1,20,20,ancestral,20,6,1.00E+00,1200,27,23,23,,1.00E+06,270000000,230000000,230000000,0,500000000,0.54,0.46,1,0,0.201825,0.305723077,0.305723077,0.305723077
1-clone_control,1,21,21,ancestral,21,16,1.00E+05,320000000,11,4,4,,1.00E+06,110000000,40000000,40000000,0,150000000,0.733333333,0.266666667,1,0,0.419047619,0.091259259,0.091259259,0.091259259
1-clone_control,1,22,22,ancestral,22,15,1.00E+01,30000,9,23,23,,1.00E+06,90000000,230000000,230000000,0,320000000,0.28125,0.71875,1,0,0.231026786,0.176879883,0.176879883,0.176879883
1-clone_control,1,23,23,ancestral,23,8,1.00E+04,16000000,10,18,18,,1.00E+06,100000000,180000000,180000000,0,280000000,0.357142857,0.642857143,1,0,0.396567718,0.13292159,0.13292159,0.13292159
1-clone_control,1,24,24,ancestral,24,7,1.00E+03,1400000,33,8,8,,1.00E+06,330000000,80000000,80000000,0,410000000,0.804878049,0.195121951,1,0,0.235574063,0.104699584,0.104699584,0.104699584
1-clone_control,2,1,1,ancestral,1,50,1.00E+00,10000,52,49,49,,1.00E+06,520000000,490000000,490000000,0,1010000000,0.514851485,0.485148515,1,0,0.7493383,0.083259811,0.083259811,0.083259811
1-clone_control,2,2,2,ancestral,2,7,1.00E+00,1400,85,17,17,,1.00E+06,850000000,170000000,170000000,0,1020000000,0.833333333,0.166666667,1,0,0.128205128,0.150462963,0.150462963,0.150462963
1-clone_control,2,3,3,ancestral,3,8,1.00E+06,1600000000,88,4,4,,1.00E+06,880000000,40000000,40000000,0,920000000,0.956521739,0.043478261,1,0,0.046786389,0.036967024,0.036967024,0.036967024
1-clone_control,2,4,4,ancestral,4,8,1.00E+06,1600000000,206,12,12,,1.00E+06,2060000000,120000000,120000000,0,2180000000,0.944954128,0.055045872,1,0,0.10923323,0.02476944,0.02476944,0.02476944
1-clone_control,2,5,5,ancestral,5,13,1.00E+00,2600,72,24,24,,1.00E+06,720000000,240000000,240000000,0,960000000,0.75,0.25,1,0,0.194444444,0.180803571,0.180803571,0.180803571
1-clone_control,2,6,6,ancestral,6,10,1.00E+06,2000000000,26,3,3,,1.00E+06,260000000,30000000,30000000,0,290000000,0.896551724,0.103448276,1,0,0.055648038,0.154577883,0.154577883,0.154577883
1-clone_control,2,7,7,ancestral,7,7,1.00E+06,1400000000,23,0,0,,1.00E+06,230000000,0,0,0,230000000,1,0,NA,#DIV/0!,0,0,0,0
1-clone_control,2,8,8,ancestral,8,7,1.00E+06,1400000000,23,6,6,,1.00E+06,230000000,60000000,60000000,0,290000000,0.793103448,0.206896552,1,0,0.929845422,0.028957124,0.028957124,0.028957124
1-clone_control,2,9,9,ancestral,9,24,1.00E+05,480000000,29,2,2,,1.00E+06,290000000,20000000,20000000,0,310000000,0.935483871,0.064516129,1,0,0.036212279,0.100589664,0.100589664,0.100589664
1-clone_control,2,10,10,ancestral,10,13,1.00E+06,2600000000,73,12,12,,1.00E+06,730000000,120000000,120000000,0,850000000,0.858823529,0.141176471,1,0,0.154312677,0.095264459,0.095264459,0.095264459
1-clone_control,2,11,11,ancestral,11,8,1.00E+06,1600000000,52,10,10,,1.00E+06,520000000,100000000,100000000,0,620000000,0.838709677,0.161290323,1,0,0.14757355,0.124002775,0.124002775,0.124002775
1-clone_control,2,12,12,ancestral,12,5,1.00E+06,1000000000,62,2,2,,1.00E+06,620000000,20000000,20000000,0,640000000,0.96875,0.03125,1,0,0.041085379,0.022306743,0.022306743,0.022306743
1-clone_control,2,13,13,ancestral,13,25,1.00E+05,500000000,90,3,3,,1.00E+06,900000000,30000000,30000000,0,930000000,0.967741935,0.032258065,1,0,0.010764649,0.090530697,0.090530697,0.090530697
1-clone_control,2,14,14,ancestral,14,7,1.00E+07,14000000000,80,0,0,,1.00E+06,800000000,0,0,0,800000000,1,0,NA,#DIV/0!,0,0,0,0
1-clone_control,2,15,15,ancestral,15,8,1.00E+06,1600000000,128,30,30,,1.00E+06,1280000000,300000000,300000000,0,1580000000,0.810126582,0.189873418,1,0,0.106083795,0.223041179,0.223041179,0.223041179
1-clone_control,2,16,16,ancestral,16,12,1.00E+06,2400000000,55,11,11,,1.00E+06,550000000,110000000,110000000,0,660000000,0.833333333,0.166666667,1,0,0.297619048,0.064814815,0.064814815,0.064814815
1-clone_control,2,17,17,ancestral,1,5,1.00E+05,100000000,45,15,15,,1.00E+06,450000000,150000000,150000000,0,600000000,0.75,0.25,1,0,0.1875,0.1875,0.1875,0.1875
1-clone_control,2,18,18,ancestral,4,25,1.00E+05,500000000,72,5,5,,1.00E+06,720000000,50000000,50000000,0,770000000,0.935064935,0.064935065,1,0,0.047225502,0.078066646,0.078066646,0.078066646
1-clone_control,2,19,19,ancestral,7,4,1.00E+06,800000000,17,1,1,,1.00E+06,170000000,10000000,10000000,0,180000000,0.944444444,0.055555556,1,0,0.024485597,0.112433862,0.112433862,0.112433862
1-clone_control,2,20,20,ancestral,10,0,1.00E+00,0,46,46,46,,1.00E+06,460000000,460000000,460000000,0,920000000,0.5,0.5,1,0,0.203125,0.307692308,0.307692308,0.307692308
1-clone_control,2,21,21,ancestral,14,13,1.00E+05,260000000,23,2,2,,1.00E+06,230000000,20000000,20000000,0,250000000,0.92,0.08,1,0,0.157714286,0.034346667,0.034346667,0.034346667
1-clone_control,2,22,22,ancestral,17,8,1.00E+06,1600000000,45,2,2,,1.00E+06,450000000,20000000,20000000,0,470000000,0.957446809,0.042553191,1,0,0.046562763,0.035649615,0.035649615,0.035649615
1-clone_control,2,23,23,ancestral,19,6,1.00E+06,1200000000,75,1,1,,1.00E+06,750000000,10000000,10000000,0,760000000,0.986842105,0.013157895,1,0,0.02242823,0.007517495,0.007517495,0.007517495
1-clone_control,2,24,24,ancestral,22,8,1.00E+06,1600000000,108,2,2,,1.00E+06,1080000000,20000000,20000000,0,1100000000,0.981818182,0.018181818,1,0,0.02677686,0.011900826,0.011900826,0.011900826
1-clone_control,3,1,1,ancestral,1,0,1.00E+00,0,12,17,17,,1.00E+06,120000000,170000000,170000000,0,290000000,0.413793103,0.586206897,1,0,0.727705113,0.080856124,0.080856124,0.080856124
1-clone_control,3,2,2,ancestral,4,9,1.00E+00,1800,19,4,4,,1.00E+06,190000000,40000000,40000000,0,230000000,0.826086957,0.173913043,1,0,0.132615966,0.155639572,0.155639572,0.155639572
1-clone_control,3,3,3,ancestral,7,12,1.00E+04,24000000,34,0,0,,1.00E+06,340000000,0,0,0,340000000,1,0,NA,#DIV/0!,0,0,0,0
1-clone_control,3,4,4,ancestral,10,12,1.00E+04,24000000,33,1,1,,1.00E+06,330000000,10000000,10000000,0,340000000,0.970588235,0.029411765,1,0,0.059948097,0.013593673,0.013593673,0.013593673
1-clone_control,3,5,5,ancestral,14,23,1.00E+02,460000,23,36,36,,1.00E+06,230000000,360000000,360000000,0,590000000,0.389830508,0.610169492,1,0,0.246672412,0.229367587,0.229367587,0.229367587
1-clone_control,3,6,6,ancestral,17,17,1.00E+04,34000000,16,0,0,,1.00E+06,160000000,0,0,0,160000000,1,0,NA,#DIV/0!,0,0,0,0
1-clone_control,3,7,7,ancestral,19,9,1.00E+04,18000000,29,1,1,,1.00E+06,290000000,10000000,10000000,0,300000000,0.966666667,0.033333333,1,0,0.039955556,0.025985663,0.025985663,0.025985663
1-clone_control,3,8,8,ancestral,22,15,1.00E+05,300000000,23,1,1,,1.00E+06,230000000,10000000,10000000,0,240000000,0.958333333,0.041666667,1,0,0.226273148,0.007046569,0.007046569,0.007046569
1-clone_control,3,9,9,ancestral,1,10,1.00E+04,20000000,40,4,4,,1.00E+06,400000000,40000000,40000000,0,440000000,0.909090909,0.090909091,1,0,0.049586777,0.137741047,0.137741047,0.137741047
1-clone_control,3,10,10,ancestral,4,9,1.00E+04,18000000,36,5,5,,1.00E+06,360000000,50000000,50000000,0,410000000,0.87804878,0.12195122,1,0,0.136282516,0.084133594,0.084133594,0.084133594
1-clone_control,3,11,11,ancestral,7,24,1.00E+04,48000000,21,5,5,,1.00E+06,210000000,50000000,50000000,0,260000000,0.807692308,0.192307692,1,0,0.169445939,0.142381657,0.142381657,0.142381657
1-clone_control,3,12,12,ancestral,10,14,1.00E+04,28000000,20,1,1,,1.00E+06,200000000,10000000,10000000,0,210000000,0.952380952,0.047619048,1,0,0.061548429,0.033416876,0.033416876,0.033416876
1-clone_control,3,13,13,ancestral,14,5,1.00E+05,100000000,110,8,8,,1.00E+06,1100000000,80000000,80000000,0,1180000000,0.93220339,0.06779661,1,0,0.021793183,0.183280666,0.183280666,0.183280666
1-clone_control,3,14,14,ancestral,17,17,1.00E+04,34000000,47,4,4,,1.00E+06,470000000,40000000,40000000,0,510000000,0.921568627,0.078431373,1,0,0.051628495,0.101191849,0.101191849,0.101191849
1-clone_control,3,15,15,ancestral,19,20,1.00E+03,4000000,192,8,8,,1.00E+06,1920000000,80000000,80000000,0,2000000000,0.96,0.04,1,0,0.026482759,0.05568,0.05568,0.05568
1-clone_control,3,16,16,ancestral,22,6,1.00E+05,120000000,528,120,120,,1.00E+06,5280000000,1200000000,1200000000,0,6480000000,0.814814815,0.185185185,1,0,0.323339212,0.070416095,0.070416095,0.070416095
1-clone_control,3,17,17,ancestral,1,12,1.00E+03,2400000,64,17,17,,1.00E+06,640000000,170000000,170000000,0,810000000,0.790123457,0.209876543,1,0,0.16582838,0.16582838,0.16582838,0.16582838
1-clone_control,3,18,18,ancestral,4,11,1.00E+04,22000000,58,2,2,,1.00E+06,580000000,20000000,20000000,0,600000000,0.966666667,0.033333333,1,0,0.025061728,0.041428571,0.041428571,0.041428571
1-clone_control,3,19,19,ancestral,7,6,1.00E+05,120000000,46,4,4,,1.00E+06,460000000,40000000,40000000,0,500000000,0.92,0.08,1,0,0.034346667,0.157714286,0.157714286,0.157714286
